,hotel_name,nationality,rating,review_text,sentiment_score,sentiment
236,Marivaux Hotel,Cyprus,9.2,clean close city good breakfast,0.6808,Positive
237,Hotel Astoria Gent,United Kingdom,9.0,noisy refurbishment happen several around felt bit early give holiday breakfast plentiful ask stuff several time recently do really high standard staff friendly u get around bike rental breakfast tasty,0.6369,Positive
238,Guest house Heysel Laeken Atomium,India,3.8,light corridor dark bad location overall bad place stay value money nothing literally nothing,-0.6808,Negative
240,Novotel Gent Centrum,Portugal,8.0,select mainly sauna work disappoint location excellent great breakfast good variety,0.8402,Positive
241,B&B Place Jourdan,France,9.5,really suitable people mobility high floor everyone else perfect space kitchen new spacious bathroom nice place,0.7579,Positive
242,Pegasus Studioflats Brussels City Aparthotel,Czech Republic,9.0,nothing functional location,0.0,Neutral
243,Liège Center Sakura,United Kingdom,10.0,amaze location cute characterful style centrally brilliant stay would highly recommend thank much,0.942,Positive
244,Antwerp Harbour Hotel,Germany,8.0,average bathroom general clean sink despite seemingly recently carpet also dark behind bed towards window carpet easy remove wonder do,0.6808,Positive
245,Cottage Moere,United Kingdom,10.0,nothing property superb every respect location fantastic wonderfully rural yet close lovely,0.9023,Positive
246,Le Gîte Du Prieuré,Netherlands,9.0,good friendly,0.7269,Positive
247,Villa Anna,Belgium,10.0,nothing nice modern house large garden beautiful neighborhood far beach,0.3753,Neutral
248,AppartHotel Belle Vue,United Kingdom,10.0,nothing found brilliant staff excellent apartment lovely clean good space eat restaurant food service excellent every aspect make new best friend cat side thank,0.9739,Positive
249,Marivaux Hotel,Belgium,8.0,floor could cleaner dirty otherwise clean comfortable location excellent value money price could year price expensive,0.872,Positive
250,Hotel Astoria Gent,Germany,9.0,might find mattress soft beautifully buffet breakfast noise despite location nice staff pretty,0.6776,Positive
251,Guest house Heysel Laeken Atomium,United Kingdom,8.3,iron could borrow stayed fan would lady suitcase way floor,0.3182,Neutral
253,Novotel Gent Centrum,United Kingdom,8.3,breakfast many time always good,0.4404,Neutral
254,B&B Place Jourdan,Spain,10.0,area breakfast really small people want breakfast time might little bit crowd two small table bed comfortable large spacious clean breakfast also great owner fresh breed every morning,0.918,Positive
255,Pegasus Studioflats Brussels City Aparthotel,France,9.6,great location immaculate well situate road link transport,0.7351,Positive
256,Liège Center Sakura,Belgium,9.6,super location friendly staff,0.7964,Positive
257,Antwerp Harbour Hotel,Belgium,8.0,morning breakfast full crowd almost possible find sit place highway free parking area clean silent bathroom clean modern inclusive hair,0.8271,Positive
258,Cottage Moere,Belgium,10.0,well decorate outdoor area,0.2732,Neutral
259,Le Gîte Du Prieuré,Belgium,9.0,place cosy charm kitchen need host welcome easy communicate recommend,0.8779,Positive
260,Villa Anna,Belgium,10.0,big comfortable house nice garden close beach,0.7269,Positive
262,Marivaux Hotel,Belgium,8.0,gym old work properly big space fairly old infrastructure definitely need renovation nice standard service,0.6705,Positive
263,Hotel Astoria Gent,United Kingdom,10.0,great location plenty parking outside congestion zone also inclusive bar welcome thank,0.8625,Positive
264,Guest house Heysel Laeken Atomium,France,6.3,close like bad,-0.25,Neutral
265,Pegasus Studioflats Brussels City Aparthotel,Turkey,9.2,everything,0.0,Neutral
266,Liège Center Sakura,Germany,8.8,elevator available extremely small location fantastic right middle great close lot also nice quirky stay enter owner bubble tea shop go elevator back emerge style lovely cute like paper raise floor totally also add really nice romantic touch city view,0.9772,Positive
267,Antwerp Harbour Hotel,Belgium,8.0,close city center bus taxi car drive center location close movie available,0.0,Neutral
268,Cottage Moere,Germany,9.6,nothing well cottage spotless clean host friendly helpful sofa comfortable kitchen well overall perfect stay,0.9197,Positive
269,Le Gîte Du Prieuré,United Kingdom,10.0,nothing attractively convert byre original vault comfortable great shower good cooking nearby bus stop travel could welcome give u lot eat drink city beer sample huge selection rue de,0.9197,Positive
270,Villa Anna,Belgium,10.0,nice large bungalow quiet residental area close beach ideal family holiday,0.836,Positive
272,Marivaux Hotel,United Kingdom,8.0,bed great quiet,0.6249,Positive
273,Hotel Astoria Gent,Australia,9.6,exceptional service excellent super cute good quality breakfast could hire easily day reasonable price,0.9423,Positive
274,Guest house Heysel Laeken Atomium,Spain,4.6,environment felt unsafe go even dark brown instead white make concerned bed linen freshly wash contrary feedback host nice homely saw host know kitchen get drinking water ask general pick clear spent hour roam around street look access connect host get would great place next coffee marker use strength upstairs poor leave make presence coffee marker although would great fill water coffee follow day,0.926,Positive
275,B&B The View Bis,Germany,10.0,nice perfectly superb breakfast helpful service come back technically well do,0.9432,Positive
276,Pegasus Studioflats Brussels City Aparthotel,United Kingdom,10.0,excellent location outside city great transport link great communication staff easy find would stay,0.9413,Positive
278,Antwerp Harbour Hotel,Czech Republic,6.7,price location close harbor,0.0,Neutral
279,Cottage Moere,United States,10.0,cottage immaculate big met host felt right home kitchen laundry perfect u comfortable large neighbor hood people locally everyone friendly definitely back,0.9169,Positive
280,Le Gîte Du Prieuré,Belgium,9.6,friendly host clean quiet location near,0.7096,Positive
282,Marivaux Hotel,United Kingdom,7.5,nice felt like though construction past fire exit stay near staff lift meant morning squeeze past trolley move trolley check make luggage found tiny bathroom near hole base shower pleasant breakfast good selection hot food limited creamy thing say easy get come main station spacious fresh bread breakfast delicious,0.9442,Positive
283,Hotel Astoria Gent,United Kingdom,10.0,nothing breakfast excellent location fairly close gent st station ideal view window railway railway fan excellent provide reception regard beautiful city get football ground excellent would stay return gent tea coffee make give continental,0.1546,Neutral
285,B&B The View Bis,United Kingdom,10.0,view river bed breakfast good healthy comfortable bed great bathroom justice great place stay lovely walk along river lunch highly,0.9758,Positive
286,Pegasus Studioflats Brussels City Aparthotel,Romania,10.0,everything perfect,0.5719,Positive
287,Hotel Au Prince Royal,Romania,9.0,bathroom huge,0.3182,Neutral
289,Antwerp Harbour Hotel,United Kingdom,8.0,kettle cold fault left balcony door open bed shower similar price ibis budget well balcony nice touch check guy friendly,0.6597,Positive
291,Le Gîte Du Prieuré,Russia,10.0,lovely house best owner ever u bottle wine kind helpful stay forgotten mobile apartment kindly sent russia house comfortable great kitchen fire place lovely peaceful place would like return,0.9849,Positive
294,B&B The View Bis,United Kingdom,10.0,nothing fabulous place charm helpful modern well proportion breakfast real treat,0.3749,Neutral
295,Pegasus Studioflats Brussels City Aparthotel,Pakistan,3.3,value money nothing like,0.0747,Neutral
296,Hotel Au Prince Royal,United Kingdom,9.0,breakfast basic bread breakfast option,0.0,Neutral
298,Antwerp Harbour Hotel,Belgium,8.8,hair bathroom lounge good breakfast,0.4404,Neutral
300,Le Gîte Du Prieuré,United Kingdom,9.6,usually like spend time rating however place left great memory feel necessary share view one bed house beautifully decorate bed extremely comfortable host nice even give free bottle red wine amaze one best place ever stayed definitely recommend anyone near,0.9876,Positive
301,B&B The View Bis,Belgium,10.0,nice modern view like like lady house friendly nice breakfast important good coffee tea water include,0.9477,Positive
302,Pegasus Studioflats Brussels City Aparthotel,United States,10.0,everything great good,0.7906,Positive
303,Hotel Au Prince Royal,United Kingdom,8.3,friendly accommodate staff lovely place perfect purpose stay plenty group,0.8934,Positive
305,Antwerp Harbour Hotel,Netherlands,6.7,bathroom could cleaner room hot even though heater hotel somewhat outdated good bed friendly staff ideal location visit venue,0.8727,Positive
307,Le Gîte Du Prieuré,Luxembourg,10.0,old house amazingly beautiful comfortable kitchen well feel home owner even prepared bottle wine gift excellent sure come back family,0.9621,Positive
308,B&B The View Bis,United Kingdom,9.6,nothing like microwave kitchen would useful u happy heat anything helpful welcome quiet location comfortable make good night sleep breakfast excellent mix fresh fruit platter cold,0.9701,Positive
310,Hotel Au Prince Royal,New Zealand,7.5,four u book three bedroom apartment told available arrival give two double impact stay share blame book doubt correct provide accommodation book listing book feel reception area area restaurant counter area strange continental breakfast good clean tidy location excellent staff excellent restaurant popular,0.9062,Positive
312,Antwerp Harbour Hotel,Netherlands,7.9,hotel warm also difficult get temperature second morning hot water first time stay good location good breakfast nice lobby free coffee tea water,0.886,Positive
